,Equity,Drawdown
2026-05-26,84534.29343369674,-0.19340154237513907
2026-05-27,84534.29343369674,-0.19340154237513907
2026-05-28,84534.29343369674,-0.19340154237513907
2026-05-29,84534.29343369674,-0.19340154237513907
2026-06-01,84534.29343369674,-0.19340154237513907
2026-06-02,84534.29343369674,-0.19340154237513907
2026-06-03,84534.29343369674,-0.19340154237513907
2026-06-04,84534.29343369674,-0.19340154237513907
2026-06-05,84534.29343369674,-0.19340154237513907
2026-06-08,84534.29343369674,-0.19340154237513907
2026-06-09,84534.29343369674,-0.19340154237513907
2026-06-10,84534.29343369674,-0.19340154237513907
2026-06-11,84534.29343369674,-0.19340154237513907
2026-06-12,84534.29343369674,-0.19340154237513907
2026-06-15,84534.29343369674,-0.19340154237513907
2026-06-16,84534.29343369674,-0.19340154237513907
2026-06-17,84534.29343369674,-0.19340154237513907
2026-06-18,84534.29343369674,-0.19340154237513907
2026-06-22,84534.29343369674,-0.19340154237513907
2026-06-23,84534.29343369674,-0.19340154237513907
2026-06-24,84534.29343369674,-0.19340154237513907
2026-06-25,84534.29343369674,-0.19340154237513907
2026-06-26,84534.29343369674,-0.19340154237513907
2026-06-29,84534.29343369674,-0.19340154237513907
2026-06-30,84534.29343369674,-0.19340154237513907
2026-07-01,84534.29343369674,-0.19340154237513907
2026-07-02,84534.29343369674,-0.19340154237513907
2026-07-03,84534.29343369674,-0.19340154237513907
2026-07-06,84534.29343369674,-0.19340154237513907
2026-07-07,84534.29343369674,-0.19340154237513907
2026-07-08,84534.29343369674,-0.19340154237513907
2026-07-09,84534.29343369674,-0.19340154237513907
